tanggal_rilis,jam_rilis,judul_berita,link
2014-02-12T00:00:00Z,1899-12-31T09:21:46Z,BMKG Prediksi Jakarta Diguyur Hujan Hari ini,https://beritajakarta.com/read/628/BMKG_Prediksi_Jakarta_Diguyur_Hujan_Hari_ini
2014-02-12T00:00:00Z,1899-12-31T12:13:21Z,Sejumlah Kepala Dinas di DKI Akan Diganti,https://beritajakarta.com/read/605/Sejumlah_Kepala_Dinas_di_DKI_Akan_Diganti
2014-02-12T00:00:00Z,1899-12-31T01:26:06Z,Hasil Pemeriksaan Pejabat Dishub di Tangan Jokowi,https://beritajakarta.com/read/606/Hasil_Pemeriksaan_Pejabat_Dishub_di_Tangan_Jokowi
2014-02-12T00:00:00Z,1899-12-31T02:04:29Z,Ratusan Sopir Angkot Mogok Operasi,https://beritajakarta.com/read/616/Ratusan_Sopir_Angkot_Mogok_Operasi
2014-02-12T00:00:00Z,1899-12-31T03:07:37Z,Jokowi Akan Datangi Sopir Angkot Perusak BKTB,https://beritajakarta.com/read/607/Jokowi_Akan_Datangi_Sopir_Angkot_Perusak_BKTB
2014-02-12T00:00:00Z,1899-12-31T03:36:37Z,4 Sopir Perusak BKTB Ditetapkan Sebagai Tersangka,https://beritajakarta.com/read/595/4_Sopir_Perusak_BKTB_Ditetapkan_Sebagai_Tersangka
2014-02-12T00:00:00Z,1899-12-31T04:12:40Z,Basuki Libatkan Tenaga Ahli Usut Bus Berkarat,https://beritajakarta.com/read/596/Basuki_Libatkan_Tenaga_Ahli_Usut_Bus_Berkarat
2014-02-12T00:00:00Z,1899-12-31T05:11:28Z,Jokowi Minta Pejabat Jangan Sajikan Kegiatan Seremonial,https://beritajakarta.com/read/597/Jokowi_Minta_Pejabat_Jangan_Sajikan_Kegiatan_Seremonial
2014-02-12T00:00:00Z,1899-12-31T06:15:03Z,Warga Kampung Pulo Segera Direlokasi,https://beritajakarta.com/read/629/Warga_Kampung_Pulo_Segera_Direlokasi
2014-02-12T00:00:00Z,1899-12-31T07:23:34Z,7 Pejabat DKI Ditunjuk Jadi Penasehat Jokowi,https://beritajakarta.com/read/630/7_Pejabat_DKI_Ditunjuk_Jadi_Penasehat_Jokowi
2014-02-12T00:00:00Z,1899-12-31T08:18:17Z,Basuki Ancam Pidanakan Sopir Perusak BKTB,https://beritajakarta.com/read/594/Basuki_Ancam_Pidanakan_Sopir_Perusak_BKTB
2014-02-12T00:00:00Z,1899-12-31T09:06:10Z,Target Pajak Jaksel Tertinggi di DKI,https://beritajakarta.com/read/593/Target_Pajak_Jaksel_Tertinggi_di_DKI
2014-02-12T00:00:00Z,1899-12-31T10:12:07Z,Kinerja Tiga Pejabat Ini Dinilai Baik,https://beritajakarta.com/read/651/Kinerja_Tiga_Pejabat_Ini_Dinilai_Baik
